Record ID,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken
1046,0x43ba,HYDRES04DEL03,21,4.6,3,3,0,2,3,1,1,1,22
1047,0x9415,HYDRES07DEL01,32,4.7,1,2,0,2,3,1,1,1,41
1048,0x9d2b,SURRES14DEL01,30,5,1,0,1,3,3,1,1,1,28
1049,0x8a91,VADRES06DEL03,37,4.7,0,1,0,2,3,0,1,1,25
1050,0x3e9b,JAPRES08DEL03,34,4.9,4,1,0,2,3,1,1,1,25
1051,0x5aa4,BANGRES12DEL01,25,4.5,6,0,1,3,4,1,1,3,16
1052,0x326e,MYSRES17DEL01,21,4.7,0,3,0,3,3,0,1,1,35
1053,0x711a,JAPRES07DEL02,21,5,0,2,1,0,3,0,1,1,25
1054,0xa2f8,MYSRES14DEL03,31,4,2,3,0,1,3,0,1,1,34
1055,0xc082,ALHRES11DEL03,34,4.8,4,3,1,3,4,0,1,1,18
1056,0xcef2,LUDHRES010DEL03,38,4.1,1,1,2,3,4,1,1,4,41
1057,0xa077,PUNERES02DEL01,29,4.9,1,1,0,2,3,2,1,1,45
1058,0x5d7a,JAPRES09DEL01,20,5,4,3,0,3,3,1,1,1,22
1059,0xd4df,KOLRES20DEL02,20,4.7,4,2,0,1,3,1,1,3,28
1060,0x163c,MYSRES17DEL01,38,4.8,4,3,2,2,2,1,1,1,17
1061,0xa22e,INDORES20DEL02,22,5,4,1,2,2,4,0,1,3,11
1062,0x53e7,PUNERES06DEL02,24,4.8,6,1,1,2,3,1,1,1,26
1063,0xdfa1,KNPRES19DEL03,37,4.5,3,2,0,3,3,1,1,1,24
1064,0x665b,COIMBRES06DEL03,23,5,1,3,2,0,4,0,1,3,34
1065,0x2048,CHENRES18DEL01,27,4.6,0,3,0,3,3,1,1,1,22
1066,0x96c3,PUNERES15DEL01,23,4.9,0,3,2,3,3,2,1,1,36
1067,0x6e6f,JAPRES15DEL01,23,5,0,1,2,1,4,1,1,1,44
1068,0x4c17,CHENRES02DEL02,37,4.8,4,2,1,1,3,1,1,1,18
1069,0xb2b,INDORES14DEL02,21,4.9,4,3,2,3,3,0,1,1,19
1070,0xd010,AGRRES09DEL03,32,4,2,1,0,0,3,1,1,1,46
1071,0xcda0,ALHRES18DEL02,31,4.3,6,0,0,0,3,1,2,1,48
1072,0x8376,MYSRES19DEL03,37,4.5,1,2,1,2,4,1,1,1,16
1073,0x8dcd,CHENRES05DEL02,34,4.5,6,1,2,3,3,0,1,1,26
1074,0xa652,INDORES17DEL03,26,3.9,4,1,0,2,3,0,1,1,46
1075,0xafd7,PUNERES17DEL03,31,4.9,6,2,1,3,4,1,1,1,23
1076,0x40a7,JAPRES12DEL03,28,4.9,2,3,2,0,3,1,1,1,27
1077,0xa03a,SURRES02DEL01,32,3.8,6,1,2,1,3,0,1,1,31
1078,0x6c6,RANCHIRES08DEL01,34,4.8,1,2,2,2,3,0,1,1,28
1079,0x1a29,MUMRES20DEL01,27,4.4,3,3,0,0,3,1,1,1,33
1080,0x535e,SURRES02DEL01,27,4.6,6,2,2,1,4,0,1,1,12
1081,0xb1a5,BANGRES14DEL01,23,5,1,3,1,0,4,1,1,1,30
1082,0x46e7,CHENRES16DEL02,28,4.1,1,1,1,0,4,1,1,1,44
1083,0x30df,INDORES09DEL03,25,4.9,6,1,2,3,4,1,1,1,28
1084,0xa189,SURRES04DEL01,37,4.8,3,1,0,2,3,2,1,3,37
1085,0x1420,SURRES01DEL02,20,4.9,2,1,2,2,3,0,1,3,16
1086,0x5d92,PUNERES09DEL03,24,4.7,6,1,0,0,3,0,1,1,38
1087,0xd8dc,AURGRES14DEL01,28,4.5,0,2,2,3,3,1,1,1,28
1088,0x81e9,HYDRES19DEL03,33,4.5,4,3,0,0,3,1,1,1,24
1089,0x91cf,BANGRES18DEL01,37,4.7,4,3,0,1,3,0,1,1,39
1090,0xb352,MYSRES14DEL03,21,4.6,4,1,1,3,3,1,1,1,11
1091,0x7c7,VADRES02DEL03,25,4.6,0,2,0,3,3,1,1,1,21
1092,0xe13,INDORES08DEL03,28,5,6,2,2,0,2,0,1,1,11
1093,0x1a6c,JAPRES11DEL03,27,4.5,6,1,2,0,4,1,1,1,26
1094,0x3f7d,BANGRES010DEL02,36,4.8,6,2,1,3,3,0,1,1,22
1095,0x20a1,SURRES12DEL03,35,4.2,6,2,0,1,3,0,1,3,24
1096,0xa027,CHENRES08DEL01,20,4.6,6,1,0,2,3,1,1,3,30
1097,0x317c,BANGRES17DEL03,25,4.9,6,2,2,1,4,1,1,1,17
1098,0x7597,INDORES06DEL02,35,4,0,1,1,0,4,1,1,1,37
1099,0xc086,GOARES010DEL03,20,4.7,0,1,2,1,3,1,1,1,29
1100,0x2363,MUMRES16DEL01,33,4.1,4,1,0,1,3,1,1,1,41
1101,0x8720,VADRES11DEL03,39,4.4,2,3,0,3,3,1,1,1,31
1102,0x71b6,SURRES15DEL03,36,4.3,2,1,2,1,2,0,1,1,32
1103,0xc5dd,AURGRES06DEL01,22,4.4,1,3,1,3,3,0,1,1,39
1104,0xbd64,INDORES010DEL01,36,4.8,2,2,1,3,3,1,1,3,27
1105,0xab82,VADRES16DEL01,28,4.3,3,0,0,2,3,1,1,1,31
1106,0x4181,HYDRES06DEL03,39,4.6,2,3,2,3,3,1,1,1,30
1107,0xcb99,GOARES05DEL02,37,4.7,1,2,1,1,4,0,1,1,15
1108,0x4f16,VADRES16DEL03,30,4.9,1,1,0,0,3,1,2,1,53
1109,0xdb73,DEHRES06DEL03,39,4,0,1,1,3,3,1,1,1,37
1110,0x3319,SURRES20DEL03,25,4.9,2,2,0,2,3,0,1,1,19
1111,0xc3a8,KNPRES19DEL03,25,4.8,1,2,2,1,4,1,1,3,14
1112,0xcead,LUDHRES15DEL03,26,4.5,2,1,2,3,2,0,1,3,19
1113,0xc649,KOLRES13DEL03,22,4.9,1,1,1,2,3,1,1,1,25
1114,0x65a,BANGRES02DEL01,27,5,2,3,0,2,3,1,1,1,26
1115,0xbfe3,ALHRES20DEL02,38,4.7,2,2,1,2,3,1,1,1,29
1116,0xa23d,VADRES03DEL03,22,4.4,2,2,0,0,3,1,1,1,27
1117,0xac1f,SURRES17DEL02,29,4.6,3,2,1,1,3,1,1,1,16
1118,0x2210,RANCHIRES06DEL02,37,4.4,1,2,0,3,3,1,1,1,44
1119,0x698d,MUMRES18DEL01,29,4.6,1,3,0,2,3,0,1,1,32
1120,0x6d71,JAPRES08DEL03,37,4.8,6,2,0,1,3,1,1,1,27
1121,0x34c2,COIMBRES18DEL02,37,4.6,6,3,0,3,3,1,1,1,30
1122,0xc89c,BHPRES04DEL01,35,4.6,0,3,0,2,3,1,1,1,36
1123,0x7784,HYDRES02DEL02,33,4.9,6,2,1,0,3,0,1,3,18
1124,0x500c,RANCHIRES17DEL02,26,4.7,2,3,1,3,4,1,1,1,23
1125,0xb477,JAPRES20DEL02,25,4.6,0,1,1,0,3,0,1,1,38
1127,0x54ec,MYSRES03DEL01,35,4.2,3,1,2,1,3,1,1,1,44
1128,0x4cee,COIMBRES12DEL02,24,4.5,1,1,0,3,3,3,2,1,49
1129,0xc3ab,AGRRES04DEL02,30,4.9,2,1,2,0,3,1,1,1,27
1130,0xb48,RANCHIRES18DEL02,24,4.1,2,2,0,0,3,1,1,1,26
1131,0xab86,CHENRES010DEL03,39,4.1,6,3,2,0,4,1,1,1,31
1132,0x552f,PUNERES17DEL02,26,5,3,3,1,0,3,1,1,1,21
1133,0xbed1,JAPRES04DEL01,23,4.7,0,1,1,3,3,1,1,3,38
1134,0x43f7,COIMBRES20DEL02,24,4.9,6,1,2,3,4,1,1,1,20
1135,0xb6be,COIMBRES03DEL02,33,4.9,1,2,1,3,3,1,1,1,18
1136,0xd668,ALHRES14DEL01,35,4.9,0,3,1,0,3,1,1,3,42
1137,0x2175,RANCHIRES05DEL03,25,4.6,4,2,0,0,3,0,1,1,16
1138,0x9d96,BANGRES20DEL03,35,4.6,1,3,0,0,3,1,1,1,32
1139,0xb78b,COIMBRES04DEL01,25,4.2,4,0,0,1,3,3,1,1,43
1140,0x1f25,MYSRES17DEL03,39,4.8,6,2,1,3,4,1,1,1,23
1141,0xd9ea,BHPRES010DEL03,38,4.9,2,1,2,2,4,2,1,1,34
1142,0x89ac,BANGRES01DEL02,21,5,4,3,2,3,3,0,1,3,11
1143,0x372c,CHENRES07DEL03,28,4.5,0,1,2,0,3,0,1,1,23
1144,0x6dae,BANGRES19DEL02,30,4.7,3,2,2,2,4,1,1,3,20
1145,0x7d70,VADRES18DEL01,31,4.9,2,2,2,1,4,1,1,1,25
1146,0xa438,MYSRES05DEL01,33,4.7,4,1,2,3,4,0,1,3,20
1147,0x8ba7,JAPRES07DEL01,24,4.8,6,2,1,3,4,0,1,1,14
1148,0xd9ca,AURGRES12DEL03,26,4.5,6,1,1,3,4,1,1,3,19
1149,0x635e,COIMBRES07DEL01,27,4.6,2,2,2,0,4,0,1,1,11
1150,0x97d2,JAPRES11DEL02,30,4.8,1,2,2,1,2,0,1,1,27
1151,0x6b52,RANCHIRES08DEL01,38,4.7,1,0,1,2,4,2,2,1,39
1153,0x34a9,INDORES16DEL03,33,4.9,6,2,0,0,3,1,1,1,22
1154,0x3174,CHENRES11DEL03,36,4.9,3,1,1,0,4,0,1,1,30
1155,0xd868,DEHRES010DEL01,27,4.8,3,3,2,0,2,0,1,3,17
1156,0xd9f0,DEHRES11DEL01,21,4.7,1,0,2,1,4,1,1,1,30
1157,0x6aa6,CHENRES07DEL01,23,4.9,6,0,1,2,4,1,1,1,24
1158,0xced9,GOARES010DEL02,27,4.7,2,2,2,2,4,1,3,3,10
1159,0xb2b3,RANCHIRES06DEL03,32,4.7,1,3,0,1,3,1,1,1,25
1161,0x5901,HYDRES05DEL01,21,4.7,2,3,2,2,3,1,1,3,22
1162,0x5a61,BANGRES13DEL03,36,4.6,6,1,1,3,4,1,1,1,27
1163,0x9a90,HYDRES03DEL01,34,5,6,0,0,0,3,1,1,3,37
1164,0x5dc2,JAPRES09DEL02,32,4.7,4,1,2,3,4,1,1,3,16
1165,0x9e32,MYSRES11DEL03,25,4.8,3,2,1,2,3,1,1,1,11
1166,0x32a7,BANGRES08DEL02,36,4,6,1,0,0,3,1,1,1,52
1167,0x41e4,COIMBRES20DEL02,24,4.6,0,3,0,3,3,1,1,1,24
1168,0x574f,BANGRES05DEL02,28,4.8,4,2,2,2,2,1,1,1,23
1169,0x51e2,JAPRES18DEL03,31,4.7,3,2,0,2,3,1,1,1,20
1170,0x6823,RANCHIRES13DEL02,32,4.8,4,2,0,1,3,1,1,1,27
1171,0x459f,MYSRES15DEL02,23,4.5,4,1,1,2,4,1,1,1,15
1172,0x746a,SURRES20DEL02,34,4.3,2,2,0,0,3,1,1,1,30
1173,0x2d0d,COIMBRES04DEL01,39,4.6,1,1,0,2,3,1,1,1,43
1174,0x6428,PUNERES03DEL01,33,4.8,3,2,1,0,3,0,1,3,15
1175,0x4a14,VADRES16DEL02,27,4.6,3,1,2,3,4,1,1,1,19
1176,0x8ffd,CHENRES15DEL01,31,4.6,6,3,2,3,3,1,1,3,26
1177,0xbcfb,INDORES05DEL03,31,5,0,1,1,3,3,1,1,1,25
1178,0x284b,JAPRES04DEL01,27,4.7,6,2,1,1,4,1,1,3,17
1179,0xa89a,INDORES19DEL01,33,4.8,3,2,2,3,4,1,1,1,28
1180,0xa47c,MUMRES19DEL01,33,3.8,0,2,1,0,4,1,1,1,36
1181,0xa163,MUMRES15DEL01,26,4.4,4,0,0,0,3,1,1,1,40
1182,0x4a57,CHENRES17DEL03,33,4.9,3,3,1,3,4,1,1,1,29
1185,0x5b72,INDORES03DEL01,21,4.5,4,0,0,3,3,2,2,1,52
1186,0xc1b4,KOCRES12DEL03,30,4.7,1,3,2,2,3,0,1,1,18
1187,0x9450,PUNERES14DEL03,38,4.6,3,2,1,3,3,0,1,1,20
1188,0x7fc4,INDORES05DEL02,25,4.6,1,0,2,2,4,1,1,1,20
1189,0x5d13,VADRES19DEL01,29,4.7,3,1,1,3,3,0,1,1,22
1190,0x69d7,INDORES16DEL02,22,4.6,6,1,1,1,4,0,1,1,27
1191,0xd2bf,AGRRES17DEL01,36,4.8,2,2,2,2,4,0,1,1,24
1192,0xa2c1,INDORES12DEL03,33,5,2,3,0,0,3,1,1,1,34
1193,0x8c69,PUNERES07DEL03,35,4.7,6,1,0,3,3,0,1,1,41
1194,0x54d6,JAPRES010DEL01,35,4,0,0,1,1,3,1,1,1,37
1195,0x506e,BANGRES04DEL01,24,4.6,4,1,1,2,3,1,1,1,23
1196,0x482b,JAPRES06DEL01,31,4.5,0,2,0,0,3,0,1,3,23
1198,0xca59,KOCRES15DEL02,24,4.9,4,1,2,3,4,1,1,3,22
1199,0xcd77,LUDHRES06DEL02,32,4.9,1,1,0,1,3,1,1,1,42
1201,0x9187,CHENRES05DEL01,38,3.6,0,2,1,0,4,0,1,1,37
1203,0x2088,VADRES19DEL02,33,4.3,6,2,0,0,3,0,1,1,27
1204,0x1334,BANGRES16DEL01,26,4.7,2,0,2,2,2,1,1,1,28
1205,0xb4e3,PUNERES010DEL02,24,4.7,2,2,2,2,3,0,1,3,16
1206,0x215a,PUNERES11DEL01,27,4.9,4,1,0,3,3,1,1,1,24
1207,0x9ed9,MYSRES18DEL03,33,4.6,4,2,1,0,4,0,1,3,23
1209,0xe92,JAPRES02DEL03,34,4.6,4,1,2,2,4,1,1,1,30
1210,0xd065,DEHRES13DEL02,27,4.1,1,1,2,1,4,0,1,3,40
1211,0x1220,MYSRES01DEL01,37,4.9,3,2,2,1,4,1,1,3,24
1212,0x28aa,RANCHIRES02DEL03,31,4.9,3,1,1,1,3,1,1,1,29
1213,0xe019,KOCRES03DEL02,27,4.5,6,3,2,3,2,1,1,1,25
1214,0x6eb1,VADRES13DEL02,32,4.9,6,2,2,3,4,1,1,3,20
1215,0x5e9b,MYSRES01DEL01,39,3.8,6,1,1,3,3,2,1,1,44
1216,0x349d,INDORES05DEL02,23,4.9,4,3,0,0,3,1,1,1,24
1218,0x335a,SURRES12DEL01,27,4.4,0,1,1,1,3,2,1,1,42
1219,0x92ce,INDORES02DEL03,27,4.8,2,1,1,2,3,0,1,3,18
1220,0x3626,COIMBRES16DEL03,39,4.8,4,1,2,0,4,1,1,1,25
1221,0x9843,COIMBRES07DEL03,39,4.9,4,3,1,3,4,0,1,1,19
1222,0x7f00,MYSRES01DEL03,38,4.7,4,2,2,0,2,0,1,1,11
1223,0x24a0,CHENRES18DEL01,26,4.7,3,2,1,1,4,0,1,1,15
1225,0xbd95,CHENRES09DEL02,32,3.7,2,1,2,2,4,1,1,1,35
1226,0xab88,VADRES11DEL02,27,4.2,6,1,0,1,3,1,1,1,34
1227,0xb4af,SURRES05DEL03,35,4.5,2,3,0,1,3,0,1,1,26
1228,0x7a4e,MUMRES08DEL01,34,4.7,6,1,0,0,3,2,1,1,37
1229,0x5599,JAPRES09DEL02,31,4.2,3,2,0,0,3,0,1,1,33
1230,0xde32,AURGRES16DEL01,35,4.7,0,0,0,0,3,1,1,1,33
1231,0x4804,JAPRES09DEL02,28,5,3,0,2,1,3,0,1,1,21
1232,0x6daa,RANCHIRES12DEL02,20,4.8,3,2,2,0,4,1,1,1,18
1233,0x8d31,SURRES09DEL01,35,4.6,1,1,0,3,3,1,1,1,45
1235,0xa83f,MUMRES010DEL02,22,4.7,2,3,2,1,2,1,1,1,21
1236,0x9e57,BANGRES17DEL02,22,4.6,6,1,1,0,4,1,1,3,16
1237,0x5405,MUMRES15DEL01,30,5,0,0,0,0,3,1,1,1,27
1238,0xc0f7,LUDHRES19DEL01,24,4.7,0,2,1,2,3,1,1,3,20
1239,0x5779,BANGRES17DEL01,21,4.7,6,3,2,1,2,1,1,3,19
1240,0x3425,VADRES15DEL02,23,4.9,1,2,2,2,4,1,1,1,23
1241,0x62ce,CHENRES13DEL02,21,4.1,6,1,0,3,3,1,1,3,33
1242,0xd170,KOLRES15DEL03,27,4.8,3,3,1,3,4,1,1,4,22
1243,0x761f,CHENRES03DEL01,29,2.5,4,2,1,3,3,2,1,1,35
1244,0x3b60,INDORES13DEL01,35,4.2,3,3,2,2,4,1,1,1,35
1245,0x30a1,HYDRES20DEL03,22,4.9,3,1,2,0,4,0,1,1,16
1246,0x2b88,BANGRES04DEL01,29,4.7,3,1,0,3,3,1,1,3,26
1247,0x29e5,INDORES03DEL01,21,4.9,2,2,1,0,4,1,1,1,19
1248,0xc57f,GOARES09DEL02,39,4.9,6,2,2,3,4,0,1,3,24
1249,0x8ceb,PUNERES04DEL01,25,4.6,1,0,2,2,4,1,1,3,23
1250,0xa235,SURRES010DEL03,22,4.6,4,2,0,2,3,1,1,3,28
1251,0x7b1d,JAPRES08DEL02,30,4.9,1,2,1,2,4,1,1,3,15
1252,0x7f5c,MUMRES02DEL01,28,4.8,0,2,2,1,4,1,1,1,28
1253,0x43e3,INDORES16DEL02,39,4.4,1,3,1,3,3,1,1,1,41
1254,0x20d6,COIMBRES07DEL01,21,4.3,1,1,2,0,2,1,1,1,32
1255,0xc59a,LUDHRES12DEL03,26,4.6,4,3,0,2,3,1,1,1,29
1256,0x1ae3,VADRES13DEL02,25,4.8,4,1,1,3,3,0,1,3,11
1257,0xc686,KOLRES12DEL02,31,4.5,1,2,1,0,4,0,1,1,16
1259,0x71a1,BANGRES18DEL01,22,4.6,0,0,0,0,3,1,1,3,24
1260,0xa0a1,MYSRES04DEL02,33,4.1,6,2,0,2,3,1,1,1,34
1261,0x8d85,RANCHIRES16DEL02,38,4.6,2,3,1,3,4,0,1,3,22
1262,0x4d1d,BANGRES16DEL02,29,4.8,3,1,2,2,4,0,1,3,27
1263,0x519b,MUMRES06DEL01,24,4.6,4,0,1,1,3,1,1,1,13
1264,0x1308,HYDRES12DEL02,27,4.9,0,2,2,0,4,1,1,1,19
1265,0xe147,LUDHRES13DEL01,39,4.7,4,3,2,0,4,1,1,1,21
1268,0xb473,COIMBRES02DEL03,28,4.4,3,3,0,1,3,1,1,1,39
1269,0x68eb,RANCHIRES17DEL01,35,4.7,0,2,2,1,2,1,1,1,27
1270,0xde2b,KOLRES08DEL02,20,4.5,3,2,1,3,3,0,1,1,14
1271,0x5a1f,SURRES05DEL01,28,4.6,3,2,2,3,4,0,1,1,16
1272,0xfa8,MUMRES20DEL03,37,4,3,2,0,2,3,1,1,1,25
1273,0x6712,CHENRES02DEL01,33,4.8,2,2,0,2,3,1,1,1,24
1274,0xad55,JAPRES17DEL02,20,4.9,2,2,1,0,3,0,1,1,11
1275,0xbbac,MYSRES17DEL02,20,4.8,6,3,2,2,4,1,1,1,26
1276,0xd1bd,KOCRES010DEL02,27,4.4,2,1,0,3,3,0,1,1,37
1277,0x235d,RANCHIRES04DEL02,28,4.6,6,1,0,1,3,1,1,1,28
1278,0xad5e,CHENRES19DEL02,33,4.5,3,3,2,3,3,1,1,1,26
1279,0xa5f2,VADRES010DEL03,28,4.9,1,2,0,0,3,1,1,1,22
1280,0xaddf,CHENRES19DEL02,27,4.7,2,2,2,1,4,0,1,3,11
1281,0xaa40,MYSRES16DEL01,28,4.6,2,0,1,0,3,0,1,1,11
1282,0x1009,INDORES09DEL02,32,4.9,2,2,0,0,3,1,1,3,22
1283,0x329e,MUMRES19DEL02,32,4.5,2,3,1,0,4,1,1,1,20
1284,0x87bd,CHENRES01DEL02,38,4.8,0,3,2,0,2,1,1,4,15
1285,0x1c44,HYDRES16DEL03,27,4.6,2,1,1,2,3,1,1,3,23
1286,0x77f1,CHENRES02DEL01,27,4.7,4,0,2,1,3,1,1,1,19
1287,0xb4f6,INDORES19DEL03,26,4.1,0,1,1,3,4,0,1,3,32
1288,0xc4df,KOCRES14DEL03,32,4.6,6,3,0,0,3,1,1,1,36
1289,0xde4d,AURGRES19DEL02,37,4.4,1,2,1,1,3,0,1,1,32
1290,0xc65f,KOLRES09DEL02,39,4.9,3,3,1,3,3,0,1,1,32
1291,0x7ed9,VADRES05DEL03,38,4.9,3,1,1,3,4,1,1,1,26
1292,0x2252,COIMBRES03DEL01,24,4.9,0,0,0,3,3,1,1,3,25
1293,0xae03,MYSRES19DEL03,26,5,3,2,1,1,4,1,1,3,16
1294,0x3529,SURRES04DEL02,36,4.7,3,2,1,2,3,1,1,3,21
1295,0xd2a6,LUDHRES05DEL02,27,4.8,2,2,2,3,3,1,1,3,16
1297,0x6532,VADRES15DEL03,29,4.6,0,3,1,0,3,0,1,3,35
1298,0x912f,BANGRES19DEL03,32,4.8,4,1,2,2,4,1,1,3,17
1299,0xdec1,AURGRES07DEL03,26,4.6,1,2,1,2,4,0,1,3,19
1300,0xae7d,JAPRES14DEL01,30,4.2,2,1,1,2,3,1,1,1,43
1301,0x9417,BANGRES16DEL03,33,4.8,4,3,2,0,3,1,1,3,21
1302,0xaad1,INDORES09DEL01,23,4.7,3,3,0,0,3,2,1,1,36
1303,0x5c5d,INDORES02DEL01,22,4.6,1,2,2,3,4,1,1,1,27
1304,0x994a,HYDRES05DEL02,36,5,6,1,0,1,3,1,1,1,49
1305,0x2219,HYDRES08DEL02,30,5,0,3,0,3,3,1,1,1,37
1306,0x331a,RANCHIRES04DEL03,21,4.3,2,1,0,3,3,1,1,3,38
1307,0x2380,SURRES19DEL02,30,4.7,4,2,2,0,2,0,1,1,12
1308,0xbf66,KNPRES08DEL01,36,4.9,1,0,0,2,3,1,1,1,27
1309,0x3069,RANCHIRES11DEL03,21,4.6,1,1,0,0,3,1,1,1,21
1310,0xd325,KNPRES13DEL01,27,4.2,0,1,2,1,2,0,1,1,38
1311,0x93b7,SURRES19DEL01,25,4.6,3,2,2,0,3,1,1,3,19
1313,0x5e41,SURRES05DEL03,36,4.5,6,3,1,1,3,1,1,3,22
1314,0x9063,MYSRES19DEL01,38,4.8,1,2,1,1,3,1,1,3,17
1315,0x326f,MUMRES02DEL01,38,4.6,6,3,2,2,4,1,1,1,33
1316,0x3b4d,JAPRES15DEL02,38,4.6,0,1,0,0,3,1,1,3,32
1317,0x9671,SURRES07DEL02,29,4.8,3,1,2,1,4,1,1,1,29
1318,0x3ba9,INDORES09DEL03,31,4.5,4,1,2,2,4,1,1,1,24
1319,0x56fc,MUMRES13DEL02,27,4.9,1,3,0,3,3,0,1,1,37
1320,0x8ecd,COIMBRES010DEL02,20,4.9,1,2,0,1,3,0,1,1,24
1321,0x202d,PUNERES08DEL02,29,4.5,0,1,0,0,3,1,2,3,47
1322,0xb5bc,VADRES19DEL01,33,4,2,0,0,2,3,1,1,1,32
1323,0x6629,HYDRES01DEL02,27,4.8,4,1,2,2,4,0,1,1,21
1324,0xc33f,DEHRES17DEL01,30,4.9,2,2,2,1,4,1,1,1,17
1325,0x1551,INDORES010DEL02,20,4.9,0,2,0,0,3,1,1,1,24
1326,0x30f4,RANCHIRES13DEL03,22,4.7,1,1,1,2,4,2,2,1,39
1327,0xa6a9,MYSRES12DEL02,36,5,6,2,1,3,3,1,1,1,23
1328,0x9095,COIMBRES12DEL01,34,5,1,1,1,3,4,0,1,1,40
1329,0x62af,HYDRES18DEL01,24,4.8,3,0,0,1,3,1,1,1,24
1330,0xaacc,PUNERES16DEL02,30,4.7,6,1,0,3,3,2,1,1,44
1331,0x143c,RANCHIRES11DEL01,37,4.6,1,2,2,2,3,1,1,3,17
1332,0xbae8,MUMRES07DEL01,20,4.8,0,0,0,0,3,0,1,1,27
1333,0x2918,MYSRES09DEL02,32,4.5,6,2,0,0,3,0,1,1,28
1334,0xb40e,COIMBRES08DEL01,29,4.7,6,1,1,3,3,1,1,3,24
1335,0xc848,BHPRES15DEL03,27,4.3,2,1,0,3,3,1,1,1,35
1336,0x967e,HYDRES16DEL01,22,4.9,0,2,1,2,4,1,1,1,12
1337,0x1013,COIMBRES03DEL01,28,4.9,3,1,0,2,3,1,1,1,26
1339,0x640d,MYSRES09DEL02,20,4.8,3,2,2,3,4,0,1,3,10
1340,0x152e,VADRES02DEL02,25,5,3,1,1,3,4,1,1,3,27
1341,0x3208,JAPRES20DEL03,20,4.7,0,2,1,2,4,1,1,3,29
1342,0x5971,RANCHIRES05DEL02,27,4.8,3,0,2,1,4,1,1,3,17
1343,0x857f,JAPRES08DEL02,39,5,0,1,0,1,3,3,1,2,53
1344,0xdfb6,KNPRES16DEL01,32,4.7,2,3,2,2,4,1,1,1,22
1345,0xc222,GOARES16DEL02,31,4.5,2,2,0,0,3,0,1,1,25
1346,0x6625,MYSRES08DEL01,24,4.4,2,3,0,3,3,0,1,1,35
1347,0xc60f,AURGRES15DEL02,33,4.3,0,1,2,1,2,0,1,1,41
1348,0x333d,RANCHIRES04DEL03,24,4.7,1,2,0,2,3,1,1,4,21
1349,0x1404,BANGRES11DEL02,37,4.7,3,3,1,3,3,1,1,3,25
1350,0xc4e,PUNERES17DEL03,21,4.6,4,1,2,3,3,0,1,3,17
1351,0x419c,RANCHIRES06DEL01,28,4.7,2,0,0,3,3,0,1,3,38
1352,0x25fe,RANCHIRES18DEL01,39,4.1,3,1,0,0,3,1,1,1,47
1354,0x9d17,PUNERES16DEL01,38,4.6,4,2,1,3,3,0,1,1,26
1355,0xc511,DEHRES06DEL02,26,4.7,1,3,2,3,4,0,1,1,35
1356,0x42c1,PUNERES15DEL01,28,5,0,2,0,1,3,1,1,1,19
1357,0xc423,KNPRES18DEL02,39,4.8,1,2,1,2,3,1,1,3,18
1358,0x7776,MYSRES11DEL01,20,4.9,6,0,0,1,3,1,1,1,31
1359,0x3f06,MUMRES04DEL02,31,4.8,6,2,2,3,4,1,1,1,20
1361,0xc195,KNPRES15DEL03,36,4.9,2,3,0,3,3,1,1,1,39
1362,0x2083,BANGRES07DEL03,29,4.6,0,3,2,0,4,0,1,3,14
1363,0xdeb7,AGRRES03DEL03,30,4.5,4,3,1,1,3,1,1,1,23
1364,0x2bfd,PUNERES010DEL02,30,4.2,2,2,0,1,3,0,1,3,26
1365,0x811c,MUMRES17DEL01,21,4.7,2,2,0,1,3,1,1,1,15
1366,0x7939,SURRES16DEL01,38,4.5,2,1,1,0,3,1,1,1,43
1367,0xbc89,SURRES17DEL01,32,4.8,3,3,0,2,3,1,1,1,28
1368,0x7e2f,RANCHIRES17DEL01,31,5,4,2,1,1,4,1,1,3,13
1369,0x5be6,MYSRES13DEL02,22,4.5,1,1,0,3,3,1,1,1,47
1370,0x9b8e,HYDRES12DEL03,25,4.8,6,1,1,1,3,0,1,3,18
1371,0xd147,BHPRES19DEL02,31,4.6,4,0,2,1,2,0,1,1,17
1372,0x6733,BANGRES12DEL01,36,4.2,6,2,0,1,3,0,1,1,30
1373,0xc418,GOARES14DEL03,20,4.7,0,2,1,3,3,0,1,3,11
1374,0x3bc8,VADRES010DEL03,30,4.8,1,1,2,3,4,1,1,1,35
1375,0x8a6f,JAPRES14DEL02,36,4.8,6,2,1,0,3,1,1,1,26
1376,0x20c6,RANCHIRES18DEL01,27,4.7,4,3,0,3,3,0,1,1,21
1377,0xc91a,AURGRES18DEL03,33,3.9,2,1,1,2,4,1,1,1,43
1378,0x4679,MUMRES07DEL02,31,4.9,4,2,0,1,3,0,1,1,21
1379,0x843b,COIMBRES06DEL02,37,3.8,3,1,1,1,3,1,1,1,32
1380,0x2591,INDORES06DEL02,31,4.9,6,1,1,3,4,0,1,1,31
1381,0x4063,PUNERES13DEL03,30,4.4,0,1,0,2,3,1,1,1,32
1382,0x6435,COIMBRES07DEL03,27,4,1,1,1,1,4,2,1,1,34
1383,0xaf8a,SURRES13DEL02,39,4.1,6,1,0,1,3,1,1,3,37
1385,0x19a2,RANCHIRES06DEL03,23,5,3,3,0,0,3,1,1,1,26
